,progress,mae,mse,r2,cpu_time
7862,finished,3.09852584096203,14.135390311120256,0.2888956016366379,0.10719895362854
7863,finished,1.3924573615407427e-05,9.149495620380031e-10,0.999999999953972,0.2575833797454834
7864,finished,0.7740481872847854,0.8885323333562843,0.9553008982114451,0.148400068283081
7865,finished,1.4167895241137146e-05,1.0183275771369134e-09,0.9999999999487712,0.1890180110931396
7866,finished,0.9325938459088762,1.3952416301148896,0.9298100414550396,0.1828870773315429
7867,finished,1.0926469877221008,2.0666510513884235,0.8960336700877342,0.0491535663604736
7868,finished,1.975274527144784e-05,1.5074735872074379e-09,0.999999999924164,0.0875115394592285
7869,finished,2.367596871427257e-05,2.6273486320174798e-09,0.9999999998678268,0.2938427925109863
7870,finished,0.0002054602798318,7.123371407844464e-08,0.9999999964164692,0.0719978809356689
7871,finished,1.4607769669486374e-05,4.271944776613696e-10,0.9999999999785092,0.2359669208526611
7872,finished,3.859729382515132e-05,2.442162200909339e-09,0.9999999998771428,0.2354602813720703
7873,finished,1.2107287759533465,2.442019196837028,0.8771501491265895,0.1298556327819824
7874,finished,1.4921105717834807e-05,4.999711267635123e-10,0.999999999974848,0.2820508480072021
7875,finished,3.544859567579834,21.31899625631044,-0.0724876832462182,0.1052784919738769
7876,finished,1.6233682327489356e-05,5.179671961719149e-10,0.9999999999739428,0.0903296470642089
7877,finished,0.9727004469960834,1.5303048842168046,0.9230154590674856,0.1793644428253173
7878,finished,1.533072168185616e-05,5.15442516086932e-10,0.99999999997407,0.2629275321960449
7879,finished,1.6680379936420327e-05,6.04430944064823e-10,0.9999999999695932,0.2424759864807129
7880,finished,9.711130980203425e-06,2.983703239630065e-10,0.99999999998499,0.4048998355865478
7881,finished,2.617616165276139,10.325108056024428,0.4805782089766669,0.1245741844177246
7882,finished,0.0004965276429994,3.919715335681876e-07,0.9999999802812178,0.3062894344329834
7883,finished,4.356978105118999,40.79621231759075,-1.052321540267764,0.1526107788085937
7884,finished,0.3528316725270097,0.1864907265291411,0.9906182727911996,0.1249103546142578
7885,finished,1.1180344986227846e-05,3.1457917497406376e-10,0.9999999999841744,0.1360430717468261
7886,finished,0.0587537164388378,0.0052061667862574,0.999738095091905,0.2963874340057373
7887,finished,0.9635254092225788,1.7562783766789312,0.9116474854306392,0.1286466121673584
7888,finished,1.2477982103359154e-05,3.3391147128953965e-10,0.999999999983202,0.2970812320709228
7889,finished,9.978198528478238e-05,1.7319938444422903e-08,0.9999999991286916,0.2163312435150146
7890,finished,9.496786132408172e-06,2.0898855618064256e-10,0.9999999999894864,0.4444451332092285
7891,finished,1.438984479615975e-05,3.5016338547355903e-10,0.9999999999823844,0.3523781299591064
7892,finished,6.0128349282813546e-05,6.923080369993181e-08,0.9999999965172288,0.2137742042541504
7893,finished,1.4726861597785094e-05,3.78199872108207e-09,0.9999999998097402,0.0977809429168701
7894,finished,1.1716300114785389e-05,3.3357084417801337e-10,0.9999999999832192,0.4079720973968506
