,method,num_hf,num_lf,problem,seed
627,hk,16,35,Forrester_1a,4
628,hk,18,35,Forrester_1a,4
629,hk,20,35,Forrester_1a,4
630,hk,2,40,Forrester_1a,4
631,hk,4,40,Forrester_1a,4
632,hk,6,40,Forrester_1a,4
633,hk,8,40,Forrester_1a,4
634,hk,10,40,Forrester_1a,4
635,hk,12,40,Forrester_1a,4
636,hk,14,40,Forrester_1a,4
637,hk,16,40,Forrester_1a,4
638,hk,18,40,Forrester_1a,4
639,hk,20,40,Forrester_1a,4
640,hk,2,45,Forrester_1a,4
641,hk,4,45,Forrester_1a,4
642,hk,6,45,Forrester_1a,4
643,hk,8,45,Forrester_1a,4
644,hk,10,45,Forrester_1a,4
645,hk,12,45,Forrester_1a,4
646,hk,14,45,Forrester_1a,4
647,hk,16,45,Forrester_1a,4
648,hk,18,45,Forrester_1a,4
649,hk,20,45,Forrester_1a,4
650,hk,2,50,Forrester_1a,4
651,hk,4,50,Forrester_1a,4
652,hk,6,50,Forrester_1a,4
653,hk,8,50,Forrester_1a,4
654,hk,10,50,Forrester_1a,4
655,hk,12,50,Forrester_1a,4
656,hk,14,50,Forrester_1a,4
657,hk,16,50,Forrester_1a,4
658,hk,18,50,Forrester_1a,4
659,hk,20,50,Forrester_1a,4
660,hk,2,55,Forrester_1a,4
661,hk,4,55,Forrester_1a,4
662,hk,6,55,Forrester_1a,4
663,hk,8,55,Forrester_1a,4
664,hk,10,55,Forrester_1a,4
665,hk,12,55,Forrester_1a,4
666,hk,14,55,Forrester_1a,4
667,hk,16,55,Forrester_1a,4
668,hk,18,55,Forrester_1a,4
669,hk,20,55,Forrester_1a,4
670,hk,2,60,Forrester_1a,4
671,hk,4,60,Forrester_1a,4
672,hk,6,60,Forrester_1a,4
673,hk,8,60,Forrester_1a,4
674,hk,10,60,Forrester_1a,4
675,hk,12,60,Forrester_1a,4
676,hk,14,60,Forrester_1a,4
677,hk,16,60,Forrester_1a,4
678,hk,18,60,Forrester_1a,4
679,hk,20,60,Forrester_1a,4
680,hk,2,65,Forrester_1a,4
681,hk,4,65,Forrester_1a,4
682,hk,6,65,Forrester_1a,4
683,hk,8,65,Forrester_1a,4
684,hk,10,65,Forrester_1a,4
685,hk,12,65,Forrester_1a,4
686,hk,14,65,Forrester_1a,4
687,hk,16,65,Forrester_1a,4
688,hk,18,65,Forrester_1a,4
689,hk,20,65,Forrester_1a,4
690,hk,2,70,Forrester_1a,4
691,hk,4,70,Forrester_1a,4
692,hk,6,70,Forrester_1a,4
693,hk,8,70,Forrester_1a,4
694,hk,10,70,Forrester_1a,4
695,hk,12,70,Forrester_1a,4
696,hk,14,70,Forrester_1a,4
697,hk,16,70,Forrester_1a,4
698,hk,18,70,Forrester_1a,4
699,hk,20,70,Forrester_1a,4
700,hk,2,75,Forrester_1a,4
701,hk,4,75,Forrester_1a,4
702,hk,6,75,Forrester_1a,4
703,hk,8,75,Forrester_1a,4
704,hk,10,75,Forrester_1a,4
705,hk,12,75,Forrester_1a,4
706,hk,14,75,Forrester_1a,4
707,hk,16,75,Forrester_1a,4
708,hk,18,75,Forrester_1a,4
709,hk,20,75,Forrester_1a,4
710,hk,2,80,Forrester_1a,4
711,hk,4,80,Forrester_1a,4
712,hk,6,80,Forrester_1a,4
713,hk,8,80,Forrester_1a,4
714,hk,10,80,Forrester_1a,4
715,hk,12,80,Forrester_1a,4
716,hk,14,80,Forrester_1a,4
717,hk,16,80,Forrester_1a,4
718,hk,18,80,Forrester_1a,4
719,hk,20,80,Forrester_1a,4
720,hk,2,85,Forrester_1a,4
721,hk,4,85,Forrester_1a,4
722,hk,6,85,Forrester_1a,4
723,hk,8,85,Forrester_1a,4
724,hk,10,85,Forrester_1a,4
725,hk,12,85,Forrester_1a,4
726,hk,14,85,Forrester_1a,4
727,hk,16,85,Forrester_1a,4
